Date|Website|Author|Title|url|Archive|Language
10/18/2017|OpEdNews|Tariq al-Shammari|Saudi Petrodollars to Moscow for not being a Loser in Yemen Crisis|https://www.opednews.com/articles/Saudi-Petrodollars-to-Mosc-by-Tariq-AlShammari-Arab_Congress_Crisis_Iran-171018-782.html|https://archive.is/Rpumr|English
10/18/2017|RP Front|Tariq al-Shammari|Saudi Petrodollars to Moscow for not being a Loser in Yemen Crisis|http://www.rpfront.com/world/saudi-petrodollars-to-moscow-for-not-being-a-loser-in-yemen-crisis|https://web.archive.org/web/20171107222021/http://www.rpfront.com/world/saudi-petrodollars-to-moscow-for-not-being-a-loser-in-yemen-crisis|English
10/18/2017|WN|Tariq al-Shammari|Saudi Petrodollars to Moscow for not being a Loser in Yemen Crisis|http://u.wn.com/2017/10/18/saudi_petrodollars_moscow_yemen_crisis/|https://archive.is/Czqp5|English
10/21/2017|OpEdNews|Tariq al-Shammari|Facebook rejected Saudi demand to remove Al-Jazeera page|https://www.opednews.com/articles/Facebook-rejected-Saudi-de-by-Tariq-AlShammari-Economic_Facebook_Information_Internet-171021-739.html|https://archive.is/9WAMh|English
10/22/2017|OpEdNews|Tariq al-Shammari|27 Companies and Organizations in the U.S. Seeking to Block JASTA|https://www.opednews.com/articles/27-Companies-and-Organizat-by-Tariq-AlShammari-Dollar_Economics_Government_International-171022-772.html|https://archive.is/hfdQ8|English
10/22/2017|WN|Tariq al-Shammari|27 Companies and Organizations in the U.S. Seeking to Block JASTA|http://u.wn.com/2017/10/22/27_companies_organizations_us_seeking_block_jasta/|https://archive.is/RaGzN|English
10/22/2017|WN|Tariq al-Shammari|Open Courts of Justice to Families of 9/11 Victims to Sue the Saudi Government|http://u.wn.com/2017/10/22/Open_Courts_of_Justice_to_Families_of_9_11_Victims_to_Sue_th/|https://archive.is/Abnkl|English
10/22/2017|WN|Tariq al-Shammari|Saudi Arabia seeks Russia, U.S. help against Houthi missiles|http://u.wn.com/2017/10/22/Saudi_Arabia_seeks_Russia_US_help_against_Houthi_missiles/|https://archive.is/h9o4c|English
10/23/2017|Pravda Report|Brian H. Hayden|Regional Implications of Iraq's Kurdish Independence Referendum|http://www.pravdareport.com/opinion/columnists/23-10-2017/139008-Iraqi_Kurdistan_referendum-0/|https://archive.is/fOSUE|English
10/25/2017|Open Democracy|Tariq al-Shammari|Families of 9/11 victims to sue the Saudi government|https://www.opendemocracy.net/north-africa-west-asia/tariq-al-shammari/families-of-911-victims-to-sue-saudi-government|https://archive.is/LEVad|English
10/25/2017|RP Front|Tariq al-Shammari|Israel to open embassy in Riyadh|http://www.rpfront.com/world/israel-to-open-embassy-in-riyadh|https://archive.is/Pe4cf https://web.archive.org/web/20171107221627/http://www.rpfront.com/world/israel-to-open-embassy-in-riyadh|English
10/25/2017|RP Front|Tariq al-Shammari|Saudi Arabia seeks Russia-U.S. help against Houthi missiles|http://www.rpfront.com/world/saudi-arabia-seeks-russia-u-s-help-against-houthi-missiles|https://archive.is/HDH22|English
10/26/2017|RP Front|Tariq al-Shammari|The Coalition of the Ambassadors of Israel and Saudi Arabia in Switzerland|http://www.rpfront.com/world/the-coalition-of-the-ambassadors-of-israel-and-saudi-arabia-in-switzerland|https://archive.is/R7Q6a|English
10/30/2017|OpEdNews|Tariq al-Shammari|Israel to open embassy in Riyadh|https://www.opednews.com/articles/Israel-to-open-embassy-in-by-Tariq-AlShammari-Arab_Economic_Israel-Embassy_Israel-Lobby-171030-257.html|https://archive.is/PiA8r|English
10/30/2017|WN|Tariq al-Shammari|The Coalition of the Ambassadors of Israel and Saudi Arabia in Switzerland|http://u.wn.com/2017/10/30/coalition_ambassadors_israel_saudi_arabia_switzerland/|https://archive.is/9hpCl|English
10/30/2017|WN|Tariq al-Shammari|Israel to open embassy in Riyadh|http://u.wn.com/2017/10/30/Israel_to_open_embassy_in_Riyadh/|https://archive.is/dKMJt|English
10/31/2017|OpEdNews|Tariq al-Shammari|Saudi, Israeli officials hold rare meeting in L.A., weigh measures for breakthrough in relations|https://www.opednews.com/articles/Saudi-Israeli-officials-h-by-Tariq-AlShammari-Forum_International_Israel_Israeli-Government-171031-128.html|https://archive.is/bcum0|English
11/1/2017|News Ghana|Brian H. Hayden|Appointing Major General Abbas Kamal as the Security Forces Manager|https://www.newsghana.com.gh/appointing-major-general-abbas-kamal-as-the-security-forces-manager/|https://archive.is/6iwDZ|English
11/1/2017|News Ghana|Brian H. Hayden|Mohammed bin Nawwaf bin Abdulaziz’s Economic Ties with Conservative Richard Cook|https://www.newsghana.com.gh/mohammed-bin-nawwaf-bin-abdulazizs-economic-ties-with-conservative-richard-cook/|https://archive.is/Dxdcy|English
11/1/2017|WN|Tariq al-Shammari|Saudi, Israeli officials hold rare meeting in L.A., weigh measures for breakthrough in relations|http://u.wn.com/2017/11/01/saudi_israeli_officials_meeting_la/|https://archive.is/oK5v1|English
11/1/2017|WN|Tariq al-Shammari|Plot against Saudi crown prince devised by royal family members foiled by intelligence forces|https://article.wn.com/view/2017/11/01/plot_against_saudi_crown_prince_foiled/|https://archive.is/dZYRD|English
11/2/2017|OpEdNews|Tariq al-Shammari|The Coalition of the Ambassadors of Israel and Saudi Arabia in Switzerland|https://www.opednews.com/articles/The-Coalition-of-the-Ambas-by-Tariq-AlShammari-Ambassador_Coalitions_Israel_Israel-Embassy-171102-367.html|https://web.archive.org/save/https://www.opednews.com/articles/The-Coalition-of-the-Ambas-by-Tariq-AlShammari-Ambassador_Coalitions_Israel_Israel-Embassy-171102-367.html|English
11/5/2017|WN|Tariq al-Shammari|Kadyrov rolling out the red carpet for terrorists under the aegis of Saudi dollars – Saakashvili|http://u.wn.com/2017/11/05/kadyrov_rolling_out_the_red_carpet_for_terrorists/|https://web.archive.org/web/20171107221243/http://u.wn.com/2017/11/05/kadyrov_rolling_out_the_red_carpet_for_terrorists/|English
11/7/2017|WN|Tariq al-Shammari|Israeli AMB to the U.S., Germany's rightwing AfD party should be dissolved|http://u.wn.com/2017/11/07/germany_rightwing_afd_party_should_be_dissolved/|https://web.archive.org/web/20171107221214/http://u.wn.com/2017/11/07/germany_rightwing_afd_party_should_be_dissolved/|English
6/23/2018|OpEdNews|Tariq al-Shammari|Israeli Defense Minister's contempt for Vladimir Putin|https://www.opednews.com/articles/Israeli-Defense-Minister-s-by-Tariq-AlShammari-Politics-180623-327.html|https://archive.fo/ROz9G|English
7/2/2018|OpEdNews|Tariq al-Shammari|Implementing 'Deal of the Century' Without Mahmoud Abbas Consent, Says Jared Kushner|https://www.opednews.com/articles/Implementing-Deal-of-the-by-Tariq-AlShammari-Jared-Kushner-180702-925.html|https://archive.fo/DRN70|English
7/15/2018|OpEdNews|Tariq al-Shammari|The Putin-Trump meeting, Putin already has the Upper Hand|https://www.opednews.com/articles/The-Putin-Trump-meeting-P-by-Tariq-AlShammari-Politics-180715-688.html|https://archive.fo/b89Hg|English
7/29/2018|OpEdNews|Tariq al-Shammari|Exclusive Interview with Afghanistan's First Lady Rula Ghani|https://www.opednews.com/articles/Exclusive-Interview-with-A-by-Tariq-AlShammari-Interviews-180729-833.html|https://archive.fo/uQgrk|English
8/8/2018|OpEdNews|Tariq al-Shammari|Arab NATO, the UAE Igniting the beginning of the Arab War|https://www.opednews.com/articles/Arab-NATO-the-UAE-Ignitin-by-Tariq-AlShammari-Arab-180808-369.html|https://archive.fo/4UcXC|English
??|Buzzfeed|Tariq al-Shammari|The dismissal of Mohammed Bin Nayed |https://www.buzzfeed.com/tariqalshammari/the-dismissal-of-mohammed-bin-nayef-because-of-the-32ru4||English
|The Seoul Times|Marcelle Geroux|Saudi Ambassador to Malaysia Takes Harsh Stance at North Korea|http://theseoultimes.com/ST/?url=/ST/db/read.php?idx=13306|https://archive.is/JsGJg|English
|The Seoul Times|Marcelle Geroux|Behind the Scene of Khan Sheik Hun Chemical Attack and US Strike on Syria|http://theseoultimes.com/ST/?url=/ST/db/read.php?idx=13332|https://archive.is/EZjB8|English
|The Seoul Times|Marcelle Geroux|Trump Uses Saudi Arabia to Balance Its Ties with Middle East and Southeast Asia|http://theseoultimes.com/ST/?url=/ST/db/read.php?idx=13351|https://archive.is/IIKMV|English
|The Seoul Times|Marcelle Geroux|Trump Hands Over the Possession of Arab Nations from Saudi Arabia to Tel-Aviv|http://theseoultimes.com/ST/?url=/ST/db/read.php?idx=13368|https://archive.is/vVpe8|English
|The Seoul Times|Marcelle Geroux|Wahhabism vs. Muslim Brotherhood: Qatar Crisis Opens Old Wounds|http://theseoultimes.com/ST/?url=/ST/db/read.php?idx=13381|https://archive.is/A8IiB|English
|The Seoul Times|Marcelle Geroux|6 Arab Nations Ask FIFA to Replace Qatar as 2022 World Cup Host|http://theseoultimes.com/ST/?url=/ST/db/read.php?idx=13388|https://archive.is/pMBjI|English
|The Seoul Times|Marcelle Geroux|Three Key Players in Middle East Diplomacy|http://theseoultimes.com/ST/?url=/ST/db/read.php?idx=13398|https://archive.is/hj85q|English
|Sudanese Online|Omar Saeed|Israel’s Plan to Hegemonize Egypt: Objectives and Strategies By: Omar Saeed|http://sudaneseonline.com/board/15/msg/Israel%E2%80%99s-Plan-to-Hegemonize-Egypt%3a-Objectives-and-Strategies--By%3a-Omar-Saeed-1488902648.htm|https://perma.cc/V4PV-CJLX|English
